Unnamed: 0,Close,High,Low,Open,Volume,RSI,MACD,MA_20,Return,MA_20_ratio,Close_Open,High_Low,Volume_ratio,Volatility,Momentum_Factor,Market_Regime,Date,Sentiment,Event,RAG_Sentiment,RAG_Relevance,RAG_Event_Importance,RAG_Market_Impact,RAG_Risk_Score,RAG_Confidence,Target
2023-02-24,1088.1510009765625,1093.8344379808216,1080.9840672539892,1082.810002251087,9434053,46.46899850206844,-5.7114167974843895,1080.8402038574218,0.006842678152528814,0.006763994430489584,0.004932535453469944,0.011887659694630015,-0.3247443695098301,0.014288256326973359,0,0,2023-02-24,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,0
2023-02-27,1080.91552734375,1090.8672478016565,1073.543202799622,1087.3750050988056,11199715,43.97592619058668,-6.07184898761102,1081.025079345703,-0.006649328655966902,-0.00010134085142532445,-0.005940432440295629,0.016137259270848414,-0.20319652960491918,0.014349244324625745,0,0,2023-02-27,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,0
2023-02-28,1060.2362060546875,1080.5274845520237,1056.1734344203933,1075.5516247048563,21994038,37.74336958753265,-7.93467648740625,1080.3106628417968,-0.01913130190652368,-0.018582114828250118,-0.01423959417510201,0.023058760368267928,0.4837759960053478,0.013546462830734768,1,4,2023-02-28,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,1
2023-03-01,1069.9822998046875,1070.712697848546,1060.5555887311154,1070.0279421357468,11551145,41.92117353629413,-8.526266890523175,1080.401953125,0.009192379673834017,-0.009644237767410857,-4.2655270261593436e-05,0.009577158637750216,-0.0852587533010174,0.011273966448941273,0,0,2023-03-01,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,0
2023-03-02,1061.833984375,1073.5203549354069,1059.802538079039,1066.8326656493814,9333535,39.532594097157734,-9.542606278917448,1080.381414794922,-0.007615374040462974,-0.017167483784828574,-0.004685534512892553,0.012943747880838519,-0.21134018179455327,0.011289662883646105,0,4,2023-03-02,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,1
2023-03-03,1088.927001953125,1092.6018137297042,1068.909698230002,1072.3789987479977,14643807,49.778888060240064,-8.068869568106038,1081.6687316894531,0.025515304630292057,0.006710252456253674,0.015431114582108663,0.022164749313186682,0.20842367232168368,0.014601981282308893,1,0,2023-03-03,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,1
2023-03-06,1099.5633544921875,1106.8216933590495,1095.5918675399987,1095.5918675399987,10171916,53.13628157403376,-5.973795651184901,1083.888446044922,0.009767736974090058,0.014461735895850536,0.0036249693611785094,0.010250008376080588,-0.1697482630152788,0.014718114027532158,1,3,2023-03-06,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,1
2023-03-08,1103.5120849609375,1104.265304210858,1088.7443751303776,1099.5632986303583,15782657,54.35624480384085,-3.9492800874154455,1086.432275390625,0.0035911804923451918,0.0157210071508338,0.0035912314784405375,0.014255806445495178,0.2627427639318747,0.014501228960687607,0,3,2023-03-08,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,0
2023-03-09,1076.9896240234375,1103.3066574341256,1075.095225544964,1102.8958764013148,16235128,45.742852121849154,-4.433866998708254,1086.598895263672,-0.024034590376451392,-0.008843439177160795,-0.023489300243290323,0.026240867989029804,0.2469577083207115,0.014735256396853308,0,0,2023-03-09,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,0
2023-03-10,1060.3048095703125,1070.0281981219273,1056.8125666742676,1068.887018825526,13334091,41.30825752747295,-6.093983059386801,1085.8376953125,-0.015492084678396023,-0.023514458792885495,-0.008029107945050629,0.012505180071096689,-0.002537214125798881,0.015434774205248906,0,4,2023-03-10,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,0
2023-03-13,1042.866455078125,1070.027990166369,1038.5297089513683,1063.1805534779228,12771592,37.244214422771975,-8.716290495940257,1084.6473693847656,-0.016446548515850257,-0.03852027440986616,-0.019106913057566177,0.030329687194798893,-0.06788691650352952,0.0157395982191739,0,2,2023-03-13,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,0
2023-03-14,1038.9635009765625,1052.2018311560978,1035.8136967949142,1040.812257084253,16027522,36.381485257055395,-10.982820689422397,1083.565472412109,-0.0037425253085450194,-0.04116223022154708,-0.0017762628131124947,0.015821507682214353,0.1299286756723239,0.015714728636206023,0,2,2023-03-14,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,0
2023-03-15,1021.205810546875,1049.1662111592916,1016.800600298463,1042.6840329673732,21728555,32.673108604040294,-14.049999756320176,1080.3460327148437,-0.017091736536458013,-0.05474192562113911,-0.02059897508871733,0.031830833745897014,0.5347198036829339,0.015506060412702815,0,2,2023-03-15,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,0
2023-03-16,1016.1157836914062,1028.943333036388,1005.2968594074098,1023.921951504309,18363159,31.676423805279583,-16.69898834983792,1075.6429779052737,-0.004984330095755052,-0.05534103362975673,-0.007623791834362237,0.023521881529518618,0.23747666332493145,0.014836533570302755,0,2,2023-03-16,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,0
2023-03-17,1014.837646484375,1028.007512952856,1010.0900587449328,1024.720781814394,34014213,31.417257973769697,-18.68606456526504,1070.9193756103516,-0.0012578657152514383,-0.052367834967981475,-0.009644710544973734,0.017738471983563597,0.9653142749772581,0.014850753145414038,0,2,2023-03-17,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,0
2023-03-20,1004.8632202148438,1013.422547157944,995.1626537042278,1011.140068022912,19524589,29.395985971683615,-20.825624783294188,1065.4653869628903,-0.009828593079971859,-0.05687858797627676,-0.006207693678227377,0.01834865223865534,0.09717412458637642,0.010505493801579046,1,2,2023-03-20,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,1
2023-03-21,1036.1102294921875,1038.0732119172071,1012.0528577510236,1012.943003930346,21400360,41.98762686223625,-19.771950427337515,1062.162628173828,0.031095783633779517,-0.02452769283215339,0.0228712034852403,0.025710469534176106,0.13120567274666795,0.015486688289246707,1,4,2023-03-21,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,1
2023-03-22,1039.2601318359375,1046.0391051865406,1036.247254791225,1043.0946916431246,10920094,43.089467790397066,-18.469826452344932,1058.5677124023437,0.0030401228113476897,-0.018239343917441975,-0.003676137782991473,0.009449337839054994,-0.40754474315693356,0.015450421341787474,0,4,2023-03-22,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,0
2023-03-23,1026.1131591796875,1036.2016854580306,1023.9447859117854,1035.3343603002547,16249370,39.70021127184473,-18.287922849617416,1055.5753784179688,-0.01265031944699424,-0.02791105196337318,-0.008906495789334223,0.011970273900394846,-0.11848003574173116,0.014343393244863905,0,4,2023-03-23,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,0
2023-03-24,1005.7989501953124,1027.117362031003,1003.3795441878092,1024.9489888672188,12375945,35.10541498995798,-19.557503104358148,1051.8275390625,-0.019797240492086754,-0.04376058541708561,-0.01868389439856044,0.023657865042892245,-0.32510330897766715,0.014760654071196134,1,2,2023-03-24,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,1
2023-03-27,1021.4338989257812,1028.9432703448797,1004.3838307288752,1012.28122236079,14054323,40.78583300410347,-19.082078583512384,1048.491683959961,0.01554480517943757,-0.025806389738817326,0.009041634244331576,0.024452245112490445,-0.23890039393337303,0.01549284779313172,0,4,2023-03-27,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,1
2023-03-28,1026.2044677734375,1030.0846702786253,1021.1829653124684,1024.8349561252708,12576424,42.441376611886405,-18.111577200888405,1045.7561309814453,0.004670462623840299,-0.018696197544315063,0.0013363240978281343,0.008717051956926403,-0.3059637994622637,0.015613682651140203,0,4,2023-03-28,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,0
2023-03-29,1020.133056640625,1024.7436572444662,1009.359714078918,1022.0959186617868,18804065,40.87506691929254,-17.62914222280756,1043.750973510742,-0.005916375657558426,-0.02262792320152396,-0.0019204283916246512,0.015241289057773333,0.0547339514600369,0.014718225385013918,1,4,2023-03-29,0.1675,0,0.1675,0.3832,0.5,0.0321,0.0,0.3519,1
